id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale,weight_g,weight_g_scale,cluster,cluster_scale
Honor 9X Lite,Honor,9X Lite,2020-05-01,2020.0,6.5,0.19750880712469632,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Emerald Green, Midnight Black",179.99,-0.5414348302958049,3750.0,-0.5668324071311479,4.0,-0.6158409348371149,188.0,-0.03776404953339609,1,0.0
Honor Play 4T,Honor,Play 4T,2020-04-01,2020.0,6.39,0.027994433991097824,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Blue, Green",160.0,-0.6018877379917662,4000.0,-0.24615297328305022,6.0,0.20166030065625096,176.0,-0.48857034022745965,1,0.0
Honor Play 4T Pro,Honor,Play 4T Pro,2020-04-01,2020.0,6.3,-0.11069914402730033,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Blue, Green",200.0,-0.48092143945057303,4000.0,-0.24615297328305022,6.0,0.20166030065625096,165.0,-0.9018094400303512,1,0.0
Honor Play 9A,Honor,Play 9A,2020-04-01,2020.0,6.3,-0.11069914402730033,64.0,-0.562963510521409,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Blue Water Emerald, Jasper Green, Dark Night Black",120.0,-0.7228540365329594,5000.0,1.0365647621093403,4.0,-0.6158409348371149,185.0,-0.15046562220691198,1,0.0
Honor Play4,Honor,Play4,2020-06-01,2020.0,6.81,0.6752311314102901,128.0,0.34973249635069137,64.0,1.0870073262846847,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Blue, Light Blue",250.0,-0.32971356627408144,4300.0,0.13866234733466698,8.0,1.019161536149617,213.0,0.901415722745903,1,0.0
Honor Play4 Pro,Honor,Play4 Pro,2020-06-01,2020.0,6.57,0.3053815900278955,128.0,0.34973249635069137,40.0,0.04292344831647092,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, BDS","Black, Blue, Light Blue",360.0,0.002943754714199949,4200.0,0.010390573795427913,8.0,1.019161536149617,213.0,0.901415722745903,1,0.0
Honor View30,Honor,View30,2020-04-01,2020.0,6.57,0.3053815900278955,128.0,0.34973249635069137,40.0,0.04292344831647092,"LED flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Ocean Blue, Midnight Black, Icelandic Frost, Sunrise Orange",,,4200.0,0.010390573795427913,6.0,0.20166030065625096,213.0,0.901415722745903,1,0.0
Honor View30 Pro,Honor,View30 Pro,2020-04-01,2020.0,6.57,0.3053815900278955,128.0,0.34973249635069137,40.0,0.04292344831647092,"LED flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Ocean Blue, Midnight Black, Icelandic frost, Sunrise Orange",,,4100.0,-0.11788119974381114,8.0,1.019161536149617,206.0,0.6384453865076992,1,0.0
Honor X10 5G,Honor,X10 5G,2020-05-01,2020.0,6.63,0.3978439753734938,64.0,-0.562963510521409,40.0,0.04292344831647092,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, BDS","Blue, Orange, Black, Silver",,,4300.0,0.13866234733466698,6.0,0.20166030065625096,203.0,0.5257438138341833,1,0.0
Huawei Enjoy 20 5G,,,2020-09-01,2020.0,6.6,0.35161278270069396,64.0,-0.562963510521409,13.0,-1.1316709143977697,"13 MP, f/1.8, 26mm (wide), PDAF__5 MP, f/2.2, 120˚ (ultrawide)__2 MP, f/2.4, (macro)",Yes,"GPS, GLONASS, BDS","Black, Gold, Green, Pink",210.0,-0.4506798648152747,5000.0,1.0365647621093403,4.0,-0.6158409348371149,188.0,-0.03776404953339609,1,0.0
Huawei Enjoy 20 Plus 5G,,,2020-09-01,2020.0,6.63,0.3978439753734938,128.0,0.34973249635069137,48.0,0.3909514076392088,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF__8 MP, f/2.4, 120˚ (ultrawide)__2 MP, f/2.4, (macro)",Yes,"GPS, GLONASS, BDS","Black, Blue, Green, Pink",280.0,-0.23898884236818652,4200.0,0.010390573795427913,6.0,0.20166030065625096,197.0,0.3003406684871516,1,0.0
Huawei Enjoy 20 Pro,Huawei,Enjoy 20 Pro,2020-06-01,2020.0,6.5,0.19750880712469632,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Magic Night Black, Dark Blue, Galaxy Silver",250.0,-0.32971356627408144,4000.0,-0.24615297328305022,6.0,0.20166030065625096,192.0,0.11250471403129175,1,0.0
Huawei Enjoy Z 5G,Huawei,Enjoy Z 5G,2020-06-01,2020.0,6.5,0.19750880712469632,64.0,-0.562963510521409,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Breathing Crystal, Midnight Black, Dark Blue",220.0,-0.42043829017997636,4000.0,-0.24615297328305022,6.0,0.20166030065625096,182.0,-0.2631671948804279,1,0.0
Huawei Mate 30E Pro 5G,,,2020-11-01,2020.0,6.53,0.24373999979749617,128.0,0.34973249635069137,40.0,0.04292344831647092,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS__8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom__40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF__TOF 3D, (depth)",Yes,"GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5)","Black, Space Silver, Cosmic Purple, Emerald Green, Orange, Forest Green",680.0,0.9706741430437459,4500.0,0.3952058944131451,8.0,1.019161536149617,198.0,0.3379078593783235,1,0.0
Huawei Mate 40,,,2020-12-01,2020.0,6.5,0.19750880712469632,128.0,0.34973249635069137,50.0,0.4779583974698933,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF__8 MP, f/2.4, 85mm (telephoto), PDAF, OIS, 3x optical zoom__16 MP, f/2.2, 17mm (ultrawide)",Yes,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC","Silver, White, Black, Green, Yellow",630.0,0.8194662698672543,4200.0,0.010390573795427913,8.0,1.019161536149617,188.0,-0.03776404953339609,1,0.0
Huawei Mate 40 Pro,,,2020-11-01,2020.0,6.76,0.5981791436222913,128.0,0.34973249635069137,50.0,0.4779583974698933,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF__12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom__20 MP, f/1.8, 18mm (ultrawide), PDAF","Yes, with stereo speakers","GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC","Mystic Silver, White, Black, Green, Yellow",790.0,1.3033314640320273,4400.0,0.26693412087390606,8.0,1.019161536149617,212.0,0.863848531854731,1,0.0
Huawei Mate 40 Pro+,,,2020-11-01,2020.0,6.76,0.5981791436222913,256.0,2.175124510094892,50.0,0.4779583974698933,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF, OIS__12 MP, f/2.4, (telephoto), PDAF, OIS, 3x optical zoom__8 MP, f/4.4, 240mm (periscope telephoto), PDAF, OIS, 10x optical zoom__20 MP, f/2.4, 14mm (ultrawide), PDAF__TOF 3D, (depth)","Yes, with stereo speakers","GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC","Ceramic White, Ceramic Black",1400.0,3.148067516785224,4400.0,0.26693412087390606,8.0,1.019161536149617,230.0,1.5400579678958264,1,0.0
Huawei Mate 40 RS Porsche Design,,,2020-11-01,2020.0,6.76,0.5981791436222913,256.0,2.175124510094892,50.0,0.4779583974698933,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF, OIS__12 MP, f/2.4, (telephoto), PDAF, OIS, 3x optical zoom__8 MP, f/4.4, 240mm (periscope telephoto), PDAF, OIS, 10x optical zoom__20 MP, f/1.8, 18mm (ultrawide), PDAF__TOF 3D, (depth)","Yes, with stereo speakers","GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC","Ceramic White, Ceramic Black, Collector Edition",1400.0,3.148067516785224,4400.0,0.26693412087390606,8.0,1.019161536149617,234.0,1.6903267314605142,1,0.0
Huawei Mate Xs,Huawei,Mate Xs,2020-03-01,2020.0,8.0,2.5090684407646693,512.0,5.825908537583294,40.0,0.04292344831647092,"Leica optics, dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Interstellar Blue,,,4500.0,0.3952058944131451,8.0,1.019161536149617,300.0,4.169761330277864,1,0.0
Huawei P Smart S,Huawei,P Smart S,2020-06-01,2020.0,6.3,-0.11069914402730033,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Breathing Crystal, Midnight Black",260.0,-0.29947199163878313,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,163.0,-0.9769438218126951,1,0.0
Huawei P smart 2020,Huawei,P smart 2020,2020-05-01,2020.0,6.21,-0.24939272204569848,128.0,0.34973249635069137,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Midnight Black, Aurora Blue, Green",199.0,-0.4839455969141028,3400.0,-1.0157836145184846,4.0,-0.6158409348371149,160.0,-1.089645394486211,1,0.0
Huawei P smart 2021,,,2020-09-01,2020.0,6.67,0.45948556560389314,64.0,-0.562963510521409,48.0,0.3909514076392088,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF__8 MP, f/2.4, 120˚ (ultrawide), 1/4.0"", 1.12µm__2 MP, f/2.4, (macro)__2 MP, f/2.4, (depth)",Yes,"GPS, GLONASS, BDS","Crush Green, Blush Gold, Midnight Black",230.0,-0.39019671554467805,5000.0,1.0365647621093403,4.0,-0.6158409348371149,206.0,0.6384453865076992,1,0.0
Huawei P30 Pro New Edition,Huawei,P30 Pro New Edition,2020-06-01,2020.0,6.47,0.1512776144518965,256.0,2.175124510094892,40.0,0.04292344831647092,"Leica optics, dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Aurora, Black, Silver Frost",745.0,1.167244378173185,4200.0,0.010390573795427913,8.0,1.019161536149617,192.0,0.11250471403129175,1,0.0
Huawei P30 lite New Edition,Huawei,P30 lite New Edition,2020-01-01,2020.0,6.15,-0.34185510739129676,256.0,2.175124510094892,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Peacock Blue, Midnight Black, Pearl White, Breathing Crystal",237.0,-0.36902761329996925,3340.0,-1.092746678642028,6.0,0.20166030065625096,152.9,-1.3563724498135317,1,0.0
Huawei P40,Huawei,P40,2020-04-01,2020.0,6.1,-0.418907095179297,128.0,0.34973249635069137,50.0,0.4779583974698933,"Leica optics, LED flash, panorama, HDR",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black",744.99,1.1672141365985496,3800.0,-0.5026965203615283,6.0,0.20166030065625096,175.0,-0.5261375311186316,1,0.0
Huawei P40 Pro,Huawei,P40 Pro,2020-04-01,2020.0,6.58,0.320791987585495,128.0,0.34973249635069137,50.0,0.4779583974698933,"Leica optics, LED flash, panorama, HDR",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black",899.0,1.632964627556779,4200.0,0.010390573795427913,8.0,1.019161536149617,209.0,0.7511469591812151,1,0.0
Huawei P40 Pro+,Huawei,P40 Pro+,2020-06-01,2020.0,6.58,0.320791987585495,256.0,2.175124510094892,50.0,0.4779583974698933,"Leica optics, LED flash, panorama, HDR",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","White Ceramic, Black Ceramic",1400.0,3.148067516785224,4200.0,0.010390573795427913,8.0,1.019161536149617,226.0,1.3897892043311384,1,0.0
Huawei P40 lite,Huawei,P40 lite,2020-03-01,2020.0,6.4,0.04340483154869868,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","Black, Emerald Green, Light Pink/Blue",217.99,-0.42651684668167134,4200.0,0.010390573795427913,6.0,0.20166030065625096,183.0,-0.2256000039892559,1,0.0
Huawei P40 lite 5G,Huawei,P40 lite 5G,2020-05-01,2020.0,6.5,0.19750880712469632,128.0,0.34973249635069137,64.0,1.0870073262846847,"LED flash, Panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Crush Green, Space Silver, Midnight Black",399.0,0.12088589579186336,4000.0,-0.24615297328305022,6.0,0.20166030065625096,189.0,-0.00019685864222413035,1,0.0
Huawei P40 lite E,Huawei,P40 lite E,2020-03-01,2020.0,6.39,0.027994433991097824,64.0,-0.562963510521409,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Aurora Blue, , Midnight Black",160.0,-0.6018877379917662,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,176.0,-0.48857034022745965,1,0.0
Huawei Y5p,Huawei,Y5p,2020-05-01,2020.0,5.45,-1.4205829364232845,32.0,-1.0193115139574591,8.0,-1.349188388974481,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Mint Green, Midnight Black, Phantom Blue",94.13,-0.8010889901144762,3020.0,-1.503216353967593,2.0,-1.4333421703304807,144.0,-1.6907204487449625,1,0.0
Huawei Y6p,Huawei,Y6p,2020-05-01,2020.0,6.3,-0.11069914402730033,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Phantom Purple, Emerald Green, Midnight Black",145.0,-0.6472500999447137,5000.0,1.0365647621093403,3.0,-1.0245915525837979,185.0,-0.15046562220691198,1,0.0
Huawei Y6s (2019),Huawei,Y6s (2019),2020-05-01,2020.0,6.09,-0.43431749273689646,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Orchid Blue, Starry Black",123.5,-0.7122694854106051,3020.0,-1.503216353967593,3.0,-1.0245915525837979,150.0,-1.4653173033979308,1,0.0
Huawei Y7a,,,2020-10-01,2020.0,6.67,0.45948556560389314,64.0,-0.562963510521409,48.0,0.3909514076392088,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF__8 MP, f/2.4, 120˚ (ultrawide), 1/4.0"", 1.12µm__2 MP, f/2.4, (macro)__2 MP, f/2.4, (depth)",Yes,"GPS, GLONASS, BDS","Crush Green, Blush Gold, Midnight Black",160.0,-0.6018877379917662,5000.0,1.0365647621093403,4.0,-0.6158409348371149,206.0,0.6384453865076992,1,0.0
Huawei Y7p,Huawei,Y7p,2020-02-01,2020.0,6.39,0.027994433991097824,64.0,-0.562963510521409,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Aurora Blue, Midnight Black",140.0,-0.6623708872623628,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,176.0,-0.48857034022745965,1,0.0
Huawei Y8p,Huawei,Y8p,2020-06-01,2020.0,6.3,-0.11069914402730033,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Breathing Crystal, Midnight Black",240.0,-0.35995514090937974,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,163.0,-0.9769438218126951,1,0.0
Huawei Y8s,Huawei,Y8s,2020-05-01,2020.0,6.5,0.19750880712469632,64.0,-0.562963510521409,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Emerald Green, Midnight Black",140.0,-0.6623708872623628,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,180.0,-0.3383015766627718,1,0.0
Huawei Y9a,,,2020-09-01,2020.0,6.63,0.3978439753734938,128.0,0.34973249635069137,64.0,1.0870073262846847,"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF__8 MP, f/2.4, 120˚ (ultrawide)__2 MP, f/2.4, (macro)__2 MP, f/2.4, (depth)",Yes,"GPS, GLONASS, BDS","Space Silver, Sakura Pink, Midnight Black",200.0,-0.48092143945057303,4200.0,0.010390573795427913,6.0,0.20166030065625096,197.0,0.3003406684871516,1,0.0
Huawei nova 7 5G,Huawei,nova 7 5G,2020-04-01,2020.0,6.53,0.24373999979749617,128.0,0.34973249635069137,64.0,1.0870073262846847,"LED flash, Panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","Black, Space Silver, Midsummer Purple, Red, Green",,,4000.0,-0.24615297328305022,8.0,1.019161536149617,180.0,-0.3383015766627718,1,0.0
Huawei nova 7 SE,Huawei,nova 7 SE,2020-04-01,2020.0,6.5,0.19750880712469632,128.0,0.34973249635069137,64.0,1.0870073262846847,"LED flash, Panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","Black, Space Silver, Midsummer Purple, Crush Green",320.0,-0.11802254382699329,4000.0,-0.24615297328305022,8.0,1.019161536149617,189.0,-0.00019685864222413035,1,0.0
Huawei nova 7 SE 5G Youth,,,2020-10-01,2020.0,6.5,0.19750880712469632,128.0,0.34973249635069137,64.0,1.0870073262846847,"64 MP, f/1.8, 26mm (wide), PDAF__8 MP, f/2.4, 17mm (ultrawide)__2 MP, f/2.4, (macro)__2 MP, f/2.4, (depth)_",Yes,"GPS, GLONASS, GALILEO, BDS, QZSS","Crush Green, Space Silver, Midnight Black, Purple",290.0,-0.2087472677328882,4000.0,-0.24615297328305022,8.0,1.019161536149617,189.0,-0.00019685864222413035,1,0.0
Huawei nova 7i,Huawei,nova 7i,2020-02-01,2020.0,6.4,0.04340483154869868,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","Midnight Black, Crush Green, Sakura Pink",,,4200.0,0.010390573795427913,8.0,1.019161536149617,183.0,-0.2256000039892559,1,0.0
Huawei nova 8 SE,,,2020-11-01,2020.0,6.53,0.24373999979749617,128.0,0.34973249635069137,64.0,1.0870073262846847,"64 MP, f/1.9, 26mm (wide), PDAF__8 MP, f/2.4, 120˚, 17mm (ultrawide)__2 MP, f/2.4, (macro)__2 MP, f/2.4, (depth)",Yes,"GPS, GLONASS, GALILEO, BDS, QZSS","Black, Deep Blue, Blue, Silver",330.0,-0.08778096919169498,3800.0,-0.5026965203615283,8.0,1.019161536149617,178.0,-0.4134359584451157,1,0.0
Infinix Hot 9,Infinix,Hot 9,2020-04-01,2020.0,6.6,0.35161278270069396,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"Triple-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Quetzal Cyan, Violet, Ocean Wave",90.0,-0.8135787604388545,5000.0,1.0365647621093403,2.0,-1.4333421703304807,185.0,-0.15046562220691198,1,0.0
Infinix Hot 9 Play,Infinix,Hot 9 Play,2020-04-01,2020.0,6.82,0.690641528967891,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"Triple-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Quetzal Cyan, Violet, Ocean Wave",100.0,-0.7833371858035562,6000.0,2.319282497501731,2.0,-1.4333421703304807,209.0,0.7511469591812151,1,0.0
Infinix Hot 9 Pro,Infinix,Hot 9 Pro,2020-06-01,2020.0,6.6,0.35161278270069396,64.0,-0.562963510521409,48.0,0.3909514076392088,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Violet, Ocean Wave",110.0,-0.7530956111682577,5000.0,1.0365647621093403,4.0,-0.6158409348371149,185.0,-0.15046562220691198,1,0.0
Infinix Note 7,Infinix,Note 7,2020-06-01,2020.0,6.95,0.8909766972166885,64.0,-0.562963510521409,48.0,0.3909514076392088,"Quad-LED flash, panorama, HDR","Yes, with dual speakers","Yes, with A-GPS","Forest Green, Aether Black, Bolivia Blue",,,5000.0,1.0365647621093403,4.0,-0.6158409348371149,206.0,0.6384453865076992,1,0.0
Infinix Note 7 Lite,Infinix,Note 7 Lite,2020-06-01,2020.0,6.6,0.35161278270069396,64.0,-0.562963510521409,48.0,0.3909514076392088,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Forest Green, Violet, Space Gray",,,5000.0,1.0365647621093403,4.0,-0.6158409348371149,185.0,-0.15046562220691198,1,0.0
Infinix S5 Pro (16+32),Infinix,S5 Pro (16+32),2020-04-01,2020.0,6.53,0.24373999979749617,64.0,-0.562963510521409,16.0,-1.001160429651743,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Nebula Black, Quetzal Cyan, Violet",,,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,195.0,0.22520628670480763,1,0.0
Infinix S5 Pro (48+40),Infinix,S5 Pro (48+40),2020-04-01,2020.0,6.53,0.24373999979749617,64.0,-0.562963510521409,48.0,0.3909514076392088,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Nebula Black, Quetzal Cyan, Violet",,,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,195.0,0.22520628670480763,1,0.0
LG Folder 2,LG,Folder 2,2020-04-01,2020.0,2.8,-5.5043382891872366,8.0,-1.361572516534497,2.0,-1.6102093584665342,,Yes,"Yes, with A-GPS","White, Platinum Gray",150.0,-0.6321293126270645,1470.0,-3.4914288438257985,1.0,-1.8420927880771636,127.0,-2.3293626938948857,1,0.0
LG K41S,LG,K41S,2020-04-01,2020.0,6.55,0.27456079491269514,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Titanium, Black, White",145.0,-0.6472500999447137,4000.0,-0.24615297328305022,3.0,-1.0245915525837979,191.7,0.10123455676393973,1,0.0
LG K51S,LG,K51S,2020-04-01,2020.0,6.55,0.27456079491269514,64.0,-0.562963510521409,32.0,-0.305104511006267,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Titanium, Pink, Blue, Red",190.09,-0.5108908399141536,4000.0,-0.24615297328305022,3.0,-1.0245915525837979,194.5,0.20642269125922166,1,0.0
LG K61,LG,K61,2020-04-01,2020.0,6.53,0.24373999979749617,64.0,-0.562963510521409,48.0,0.3909514076392088,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Titanium, White, Blue",239.59,-0.361195045469427,4000.0,-0.24615297328305022,4.0,-0.6158409348371149,191.0,0.0749375231401198,1,0.0
LG Stylo 6,LG,Stylo 6,2020-05-01,2020.0,6.8,0.6598207338526906,64.0,-0.562963510521409,13.0,-1.1316709143977697,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS",White,200.0,-0.48092143945057303,4000.0,-0.24615297328305022,3.0,-1.0245915525837979,219.0,1.1268188680929347,1,0.0
LG V60 ThinQ 5G,LG,V60 ThinQ 5G,2020-03-01,2020.0,6.8,0.6598207338526906,128.0,0.34973249635069137,64.0,1.0870073262846847,"Dual-LED dual-tone flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS","Classy Blue, Classy White",700.0,1.0311572923143424,5000.0,1.0365647621093403,8.0,1.019161536149617,213.0,0.901415722745903,1,0.0
LG V60 ThinQ 5G UW,LG,V60 ThinQ 5G UW,2020-04-01,2020.0,6.8,0.6598207338526906,128.0,0.34973249635069137,64.0,1.0870073262846847,"Dual-LED dual-tone flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS","Classy Blue, Classy White",870.0,1.5452640611144137,5000.0,1.0365647621093403,8.0,1.019161536149617,218.0,1.0892516772017629,1,0.0
LG Velvet,LG,Velvet,2020-05-01,2020.0,6.8,0.6598207338526906,128.0,0.34973249635069137,48.0,0.3909514076392088,"LED flash, panorama, HDR","Yes, with stereo speakers","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Aurora White, Aurora Green, Aurora Gray, Illusion Sunset, Red, Pink",,,4300.0,0.13866234733466698,6.0,0.20166030065625096,180.0,-0.3383015766627718,1,0.0
LG W10 Alpha,LG,W10 Alpha,2020-02-01,2020.0,5.71,-1.0199125999256895,32.0,-1.0193115139574591,8.0,-1.349188388974481,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Black, Blue",130.0,-0.6926124618976611,3450.0,-0.9516477277488651,3.0,-1.0245915525837979,170.0,-0.7139734855744914,1,0.0
Lava Z71,Lava,Z71,2020-01-01,2020.0,5.71,-1.0199125999256895,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Ruby Red, Steel Blue",80.0,-0.8438203350741528,3200.0,-1.2723271615969627,2.0,-1.4333421703304807,150.0,-1.4653173033979308,1,0.0
Motorola Edge+,Motorola,Edge+,2020-05-01,2020.0,6.7,0.5057167582766929,256.0,2.175124510094892,108.0,3.001161102559743,"Dual-LED dual-tone flash, panorama, HDR","Yes, with stereo speakers","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Smokey Sangria, Thunder Grey, Baltic Gray",1200.0,2.543236024079258,5000.0,1.0365647621093403,12.0,2.6541640071363486,203.0,0.5257438138341833,1,0.0
Motorola Moto E (2020),Motorola,Moto E (2020),2020-06-01,2020.0,6.2,-0.26480311960329794,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL",Midnight Blue,,,3550.0,-0.823375954209626,2.0,-1.4333421703304807,185.0,-0.15046562220691198,1,0.0
Motorola Moto E6s (2020),Motorola,Moto E6s (2020),2020-04-01,2020.0,6.1,-0.418907095179297,32.0,-1.0193115139574591,13.0,-1.1316709143977697,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS","Peacock Blue, Sunrise Red",99.99,-0.7833674273781914,3000.0,-1.5288707086754407,2.0,-1.4333421703304807,160.0,-1.089645394486211,1,0.0
Motorola Moto G Fast,Motorola,Moto G Fast,2020-06-01,2020.0,6.4,0.04340483154869868,32.0,-1.0193115139574591,16.0,-1.001160429651743,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL",Pearl White,,,4000.0,-0.24615297328305022,3.0,-1.0245915525837979,189.4,0.014830017714244867,1,0.0
